Time,Number,HeadX,HeadY,HeadVx,HeadVy,HeadStatus,RightEyeX,RightEyeY,RightEyeVx,RightEyeVy,RightDiffX,RightDiffY,RightDiffVx,RightDiffVy,RightEyeStatus,LeftEyeX,LeftEyeY,LeftEyeVx,LeftEyeVy,LeftDiffX,LeftDiffY,LeftDiffVx,LeftDiffVy,LeftEyeStatus
0,1,643.123718261719,583.715209960938,0.0050048828125,-0.0052490234375,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,745.823547363281,339.334564208984,-0.00933837890625,-0.0009765625,102.699829101563,-244.380645751953,-0.01434326171875,0.0042724609375,1
0.0333333333333333,1,643.128723144531,583.7099609375,0.000732421875,-0.00079345703125,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,745.814208984375,339.333587646484,-0.0421142578125,-0.006134033203125,102.685485839844,-244.376373291016,-0.0428466796875,-0.005340576171875,1
0.0666666666666667,1,643.129455566406,583.709167480469,-0.71197509765625,0.23016357421875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,745.772094726563,339.327453613281,-0.73114013671875,0.140106201171875,102.642639160156,-244.381713867188,-0.0191650390625,-0.090057373046875,1
0.1,1,642.41748046875,583.939331054688,-0.50341796875,-0.20391845703125,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,745.040954589844,339.467559814453,-0.41009521484375,-0.2921142578125,102.623474121094,-244.471771240234,0.09332275390625,-0.08819580078125,1
0.133333333333333,1,641.9140625,583.735412597656,0.22998046875,-0.269775390625,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,744.630859375,339.175445556641,-0.049072265625,-0.1741943359375,102.716796875,-244.559967041016,-0.279052734375,0.0955810546875,1
0.166666666666667,1,642.14404296875,583.465637207031,-0.00579833984375,-0.2451171875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,744.581787109375,339.001251220703,0.10498046875,-0.236175537109375,102.437744140625,-244.464385986328,0.11077880859375,0.008941650390625,1
0.2,1,642.138244628906,583.220520019531,0.55450439453125,-0.35028076171875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,744.686767578125,338.765075683594,0.60589599609375,-0.2825927734375,102.548522949219,-244.455444335938,0.0513916015625,0.06768798828125,1
0.233333333333333,1,642.692749023438,582.870239257813,0.33831787109375,-0.0810546875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,745.292663574219,338.482482910156,0.9296875,-0.2125244140625,102.599914550781,-244.387756347656,0.59136962890625,-0.1314697265625,1
0.266666666666667,1,643.031066894531,582.789184570313,0.46356201171875,-0.10662841796875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,746.222351074219,338.269958496094,0.45269775390625,0.09002685546875,103.191284179688,-244.519226074219,-0.0108642578125,0.1966552734375,1
0.3,1,643.49462890625,582.682556152344,0.35968017578125,-0.14459228515625,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,746.675048828125,338.359985351563,0.5447998046875,-0.212188720703125,103.180419921875,-244.322570800781,0.18511962890625,-0.067596435546875,1
